Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1993-03-05,25.32735711635824,25.43303454521648,25.20406678269029,25.2216796875,40000,5,4,9,3,1993
1993-03-08,25.274513712346227,25.785287857055664,25.274513712346227,25.785287857055664,50800,8,0,10,3,1993
1993-03-09,25.732445646917437,25.750058546059748,25.644381151205877,25.697219848632812,169300,9,1,10,3,1993
1993-03-10,25.697229946360867,25.75006866455078,25.591552509981042,25.75006866455078,194400,10,2,10,3,1993
1993-03-11,25.7676718885843,25.838123486365802,25.644381592466672,25.679607391357422,70900,11,3,10,3,1993
1993-03-12,25.468247776467685,25.48586067257866,25.256893023136005,25.415409088134766,643600,12,4,10,3,1993
1993-03-15,25.397789343472184,25.538692474365234,25.397789343472184,25.538692474365234,310800,15,0,11,3,1993
1993-03-16,25.538692474365234,25.60914403981176,25.538692474365234,25.538692474365234,30800,16,1,11,3,1993
1993-03-17,25.503470617396232,25.503470617396232,25.344954570741145,25.38018035888672,21800,17,2,11,3,1993
1993-03-18,25.48585380028034,25.644369822535023,25.48585380028034,25.538692474365234,59300,18,3,11,3,1993
1993-03-19,25.641614385812666,25.641614385812666,25.500045776367188,25.500045776367188,66900,19,4,11,3,1993
1993-03-22,25.25231537882132,25.41158015696385,25.23461929236104,25.358491897583008,183400,22,0,12,3,1993
1993-03-23,25.429267583119174,25.446963663552797,25.376179341818297,25.411571502685547,55200,23,1,12,3,1993
1993-03-24,25.376179341818297,25.517747985287297,25.252306778782923,25.411571502685547,37200,24,2,12,3,1993
1993-03-25,25.429285444107848,25.62394246560067,25.39389325838188,25.57085418701172,110100,25,3,12,3,1993
1993-03-26,25.55315386427718,25.57084995421089,25.4115851448075,25.42928123474121,101500,26,4,12,3,1993
1993-03-29,25.44696385680349,25.65931682361965,25.44696385680349,25.535444259643555,87100,29,0,13,3,1993
1993-03-30,25.570839524021952,25.606231689453125,25.53544735859078,25.606231689453125,56000,30,1,13,3,1993
1993-03-31,25.677013807441845,25.74779813220392,25.588533401489258,25.588533401489258,111600,31,2,13,3,1993
1993-04-01,25.623918309631982,25.623918309631982,25.446957547825132,25.500045776367188,129500,1,3,13,4,1993
1993-04-02,25.28770486113875,25.28770486113875,24.969175338745117,24.969175338745117,59400,2,4,13,4,1993
1993-04-05,25.163840085394124,25.163840085394124,25.02227136480119,25.093055725097656,172200,5,0,14,4,1993
1993-04-06,25.14613132665653,25.14613132665653,24.951474433909716,25.022258758544922,129700,6,1,14,4,1993
1993-04-07,25.057656221611555,25.11074447631836,25.00456796690475,25.11074447631836,28000,7,2,14,4,1993
1993-04-08,25.216920390967005,25.216920390967005,24.96917520817856,25.07535171508789,180800,8,3,14,4,1993
1993-04-12,25.32310469513895,25.446977324674922,25.28771251527153,25.42928123474121,348500,12,0,15,4,1993
1993-04-13,25.411578406227957,25.57084317339791,25.39388232098685,25.482362747192383,146100,13,1,15,4,1993
1993-04-14,25.500052506469387,25.517748587320508,25.42926818306489,25.446964263916016,119600,14,2,15,4,1993
1993-04-15,25.42926818306489,25.500052506469387,25.340787778809272,25.446964263916016,148600,15,3,15,4,1993
1993-04-16,25.46466034476714,25.500052506469387,25.411572102213768,25.446964263916016,47900,16,4,15,4,1993
1993-04-19,25.44697011915665,25.517754458848323,25.32309752469622,25.34079360961914,157000,19,0,16,4,1993
1993-04-20,25.305412760952063,25.340804946631714,25.057667461194487,25.21693229675293,279500,20,1,16,4,1993
1993-04-21,25.270010723156876,25.270010723156876,25.128442035632187,25.19922637939453,67900,21,2,16,4,1993
1993-04-22,25.093056056102682,25.305409139793255,24.88070297241211,24.88070297241211,97700,22,3,16,4,1993
1993-04-23,24.82759957586016,24.898383893966674,24.739119178227018,24.774511337280273,106000,23,4,16,4,1993
1993-04-26,24.79220984769949,24.880690254008197,24.50907254751163,24.579856872558594,62600,26,0,17,4,1993
1993-04-27,24.544471030221704,24.845304489135742,24.544471030221704,24.845304489135742,156800,27,1,17,4,1993
1993-04-28,24.8099057063471,24.862993949655973,24.756817463038225,24.79220962524414,85900,28,2,17,4,1993
1993-04-29,24.845293951949586,24.89838218688965,24.70372532544275,24.89838218688965,85000,29,3,17,4,1993
1993-04-30,24.98685936152808,25.075339741703463,24.93377113342285,24.93377113342285,88500,30,4,17,4,1993
1993-05-03,24.969183094578838,25.093055725097656,24.863006554134138,25.093055725097656,80500,3,0,18,5,1993
1993-05-04,25.146135922644394,25.270008513396338,25.110743753858127,25.181528091430664,149100,4,1,18,5,1993
1993-05-05,25.18151786098467,25.340782555818727,25.18151786098467,25.252302169799805,109000,5,2,18,5,1993
1993-05-06,25.216925697487618,25.234621785696383,25.146141344652566,25.163837432861328,54700,6,3,18,5,1993
1993-05-07,25.181528815927432,25.181528815927432,25.075352306513825,25.11074447631836,68000,7,4,18,5,1993
1993-05-10,25.146141344652566,25.305406138531435,25.146141344652566,25.163837432861328,113900,10,0,19,5,1993
1993-05-11,25.163823985252062,25.270000457763672,25.09303967024432,25.270000457763672,42600,11,1,19,5,1993
1993-05-12,25.16384240320321,25.252322861723613,25.16384240320321,25.23462677001953,31000,12,2,19,5,1993
1993-05-13,25.128427969808694,25.128427969808694,24.916075057387776,24.93377113342285,129100,13,3,19,5,1993
1993-05-14,24.933782280846078,25.004566616632722,24.898390112952754,24.916086196899414,63500,14,4,19,5,1993
1993-05-17,24.98686820298159,25.00456428527832,24.880691709201216,25.00456428527832,34000,17,0,20,5,1993
1993-05-18,25.022260068833997,25.039956150919455,24.89838749423581,24.986867904663086,105200,18,1,20,5,1993
1993-05-19,24.98685956712732,25.500045776367188,24.827594881501152,25.500045776367188,50200,19,2,20,5,1993
1993-05-20,25.500069815559783,25.57085418701172,25.44698153697083,25.57085418701172,98200,20,3,20,5,1993
1993-05-21,25.588538798539997,25.623930968385835,25.32309752469622,25.34079360961914,221400,21,4,20,5,1993
1993-05-24,25.393876021362644,25.535444668171632,25.393876021362644,25.446964263916016,30500,24,0,21,5,1993
1993-05-25,25.553134004909243,25.553134004909243,25.500045776367188,25.500045776367188,191800,25,1,21,5,1993
1993-05-26,25.570843064515373,25.83628434200169,25.553146979349616,25.818588256835938,102400,26,2,21,5,1993
1993-05-27,25.853977026276937,25.853977026276937,25.69471228073519,25.730104446411133,53800,27,3,21,5,1993
1993-05-28,25.712408185746643,25.712408185746643,25.482359110444023,25.606231689453125,79100,28,4,21,5,1993
1993-06-01,25.694706769939323,25.942451876536534,25.659314611854008,25.853971481323242,28300,1,1,22,6,1993
1993-06-02,25.78319608650443,25.90706868266471,25.6770195755099,25.818588256835938,20300,2,2,22,6,1993
1993-06-03,25.765496612087077,25.765496612087077,25.677016197897217,25.730104446411133,21600,3,3,22,6,1993
1993-06-04,25.659316716480454,25.659316716480454,25.535444153021583,25.641620635986328,32000,4,4,22,6,1993
1993-06-07,25.694701614802565,25.694701614802565,25.553133010864258,25.553133010864258,121400,7,0,23,6,1993
1993-06-08,25.482365830139543,25.482365830139543,25.323101043701172,25.323101043701172,104500,8,1,23,6,1993
1993-06-09,25.411571502685547,25.517747985287297,25.376179341818297,25.411571502685547,43300,9,2,23,6,1993
1993-06-10,25.39388905487379,25.446977324674922,25.34080078507266,25.42928123474121,17900,10,3,23,6,1993
1993-06-11,25.517748179075543,25.57083642077958,25.429267776235474,25.535444259643555,647400,11,4,23,6,1993
1993-06-14,25.570830081089927,25.58852615727061,25.500045776367188,25.500045776367188,64200,14,0,24,6,1993
1993-06-15,25.535444668171632,25.553140749022756,25.446964263916016,25.446964263916016,142400,15,1,24,6,1993
1993-06-16,25.446957547825132,25.500045776367188,25.37617324310239,25.500045776367188,330900,16,2,24,6,1993
1993-06-17,25.55314123910822,25.588533401489258,25.500052995536667,25.588533401489258,37400,17,3,24,6,1993
1993-06-18,25.57386327325628,25.57386327325628,25.377826690673828,25.377826690673828,58500,18,4,24,6,1993
1993-06-21,25.449094001112407,25.449094001112407,25.39562951791679,25.431272506713867,29300,21,0,25,6,1993
1993-06-22,25.46691817596179,25.46691817596179,25.413453687138915,25.4490966796875,137500,22,1,25,6,1993
1993-06-23,25.449101985216984,25.449101985216984,25.217422485351562,25.217422485351562,227600,23,2,25,6,1993
1993-06-24,25.288698344051088,25.556020736694336,25.288698344051088,25.556020736694336,243700,24,3,25,6,1993
1993-06-25,25.538211822509766,25.609497828992694,25.52039032088903,25.538211822509766,44800,25,4,25,6,1993
1993-06-28,25.66295742248156,25.82335090637207,25.62731442606145,25.82335090637207,439900,28,0,26,6,1993
1993-06-29,25.787694863572035,25.787694863572035,25.66294443921474,25.69858741760254,207500,29,1,26,6,1993
1993-06-30,25.734230395990338,25.787694863572035,25.66294443921474,25.69858741760254,437600,30,2,26,6,1993
1993-07-01,25.734242599763192,25.734242599763192,25.59167061860107,25.6273136138916,605700,1,3,26,7,1993
1993-07-02,25.538213348388673,25.55603485107422,25.395641326904297,25.48474884033203,285400,2,4,26,7,1993
1993-07-06,25.449101985216984,25.520387985175574,25.181779485372267,25.217422485351562,246400,6,1,27,7,1993
1993-07-07,25.199602136484245,25.3243526421104,25.199602136484245,25.28870964050293,343700,7,2,27,7,1993
1993-07-08,25.3065262638318,25.627313216471922,25.270883269094007,25.573848724365234,248200,8,3,27,7,1993
1993-07-09,25.573849886800783,25.6451358795166,25.520385392263915,25.6451358795166,378200,9,4,27,7,1993
1993-07-12,25.609492116246336,25.645135111536867,25.573849120955806,25.6273136138916,373700,12,0,28,7,1993
1993-07-13,25.645134342488266,25.716420330931598,25.466919371379937,25.6094913482666,389600,13,1,28,7,1993
1993-07-14,25.627301460826942,25.769873374378136,25.609479971633043,25.69858741760254,617300,14,2,28,7,1993
1993-07-15,25.680772737540245,25.680772737540245,25.538200786186792,25.591665267944336,443800,15,3,28,7,1993
1993-07-16,25.609502804345926,25.627324309428978,25.48475226876456,25.520395278930664,216400,16,4,28,7,1993
1993-07-19,25.52039451785724,25.52039451785724,25.43128699509936,25.502573013305664,188200,19,0,29,7,1993
1993-07-20,25.484741237520755,25.573848724365234,25.359990755938487,25.573848724365234,68500,20,1,29,7,1993
1993-07-21,25.53819924385145,25.556020736694336,25.466913272479918,25.556020736694336,142700,21,2,29,7,1993
1993-07-22,25.520398750733793,25.556041765748784,25.377826690673828,25.377826690673828,632400,22,3,29,7,1993
1993-07-23,25.43128699509936,25.502573013305664,25.413465490547782,25.502573013305664,286200,23,4,29,7,1993
1993-07-26,25.573849886800783,25.69860037405347,25.573849886800783,25.6451358795166,121300,26,0,30,7,1993
1993-07-27,25.66295660918213,25.680778106827397,25.538206125665273,25.6273136138916,92800,27,1,30,7,1993
1993-07-28,25.573848724365234,25.627313216471922,25.538205729627443,25.573848724365234,30800,28,2,30,7,1993
1993-07-29,25.62730413530737,25.78769755479121,25.591661153199848,25.716411590576172,331000,29,3,30,7,1993
1993-07-30,25.7164207033164,25.7164207033164,25.538205729627443,25.573848724365234,75300,30,4,30,7,1993
1993-08-02,25.609492883158694,25.73424337041138,25.609492883158694,25.6451358795166,41300,2,0,31,8,1993
1993-08-03,25.69860114256541,25.769887137413026,25.57385065158208,25.6629581451416,81600,3,1,31,8,1993
1993-08-04,25.6629581451416,25.716422641277312,25.591672150293984,25.6629581451416,434000,4,2,31,8,1993
1993-08-05,25.6629558395991,25.6629558395991,25.573848354044934,25.6094913482666,36800,5,3,31,8,1993
1993-08-06,25.680778875874513,25.69860037405347,25.609492883158694,25.6451358795166,402300,6,4,31,8,1993
1993-08-09,25.71642228860071,25.8589942763407,25.662957793198213,25.787708282470703,828200,9,0,32,8,1993
1993-08-10,25.769886016845703,25.787707514782664,25.734243020971782,25.769886016845703,604900,10,1,32,8,1993
1993-08-11,25.752064518908742,25.841172008593546,25.752064518908742,25.769886016845703,542200,11,2,32,8,1993
1993-08-12,25.841159331153733,25.841159331153733,25.609479971633043,25.69858741760254,303700,12,3,32,8,1993
1993-08-13,25.71641808269427,25.752061073799872,25.71641808269427,25.73423957824707,103500,13,4,32,8,1993
1993-08-16,25.752076695444824,25.948113265444753,25.752076695444824,25.876827239990234,241800,16,0,33,8,1993
1993-08-17,25.85899431834748,25.965923309326172,25.85899431834748,25.965923309326172,369300,17,1,33,8,1993
1993-08-18,26.05503121594113,26.161960208619412,26.03720971716142,26.108495712280273,414300,18,2,33,8,1993
1993-08-19,26.126317211059987,26.126317211059987,26.072852714720845,26.108495712280273,28500,19,3,33,8,1993
1993-08-20,26.055045295704925,26.126331329345703,26.037223787294728,26.126331329345703,80700,20,4,33,8,1993
1993-08-23,26.01939620502339,26.090682222023453,26.01939620502339,26.072860717773438,15600,23,0,34,8,1993
1993-08-24,26.072842580551548,26.357986450195312,26.072842580551548,26.357986450195312,273400,24,1,34,8,1993
1993-08-25,26.35799865980406,26.482749160560402,26.322355659587963,26.37582015991211,242300,25,2,34,8,1993
1993-08-26,26.39364242553711,26.536214430536635,26.286713421787468,26.39364242553711,120000,26,3,34,8,1993
1993-08-27,26.322355659587963,26.37582015991211,26.322355659587963,26.37582015991211,25700,27,4,34,8,1993
1993-08-30,26.393650039529096,26.518400579891487,26.393650039529096,26.482757568359375,183500,30,0,35,8,1993
1993-08-31,26.46490677571137,26.554014205932617,26.429263803622867,26.554014205932617,66500,31,1,35,8,1993
1993-09-01,26.464926158228227,26.57185515280693,26.464926158228227,26.518390655517578,136500,1,2,35,9,1993
1993-09-02,26.53620830646497,26.5718512994891,26.411457830880515,26.429279327392578,472400,2,3,35,9,1993
1993-09-03,26.411466218069236,26.482752226754982,26.375823213726363,26.44710922241211,630500,3,4,35,9,1993
1993-09-07,26.447107296947546,26.482750298695457,26.2332492864601,26.268892288208008,196400,7,1,36,9,1993
1993-09-08,26.268907589844247,26.268907589844247,26.00158492101951,26.179800033569336,269900,8,2,36,9,1993
1993-09-09,26.07285615413085,26.25107116543728,26.07285615413085,26.23324966430664,239200,9,3,36,9,1993
1993-09-10,26.304537963867187,26.482752990722656,26.268894958496094,26.46493148803711,106500,10,4,36,9,1993
1993-09-13,26.5540435914236,26.5540435914236,26.482757568359375,26.482757568359375,66900,13,0,37,9,1993
1993-09-14,26.411463160128207,26.411463160128207,26.286712659371865,26.37582015991211,184500,14,1,37,9,1993
1993-09-15,26.268894200697744,26.464930724583546,26.179786689840558,26.44710922241211,101000,15,2,37,9,1993
1993-09-16,26.411480750056825,26.42930226203392,26.32237319017134,26.340194702148438,54300,16,3,37,9,1993
1993-09-17,26.3249657228894,26.34289826084777,26.253235571055914,26.289100646972656,200900,17,4,37,9,1993
1993-09-20,26.324965286779598,26.378762899763483,26.073909759521484,26.073909759521484,57800,20,0,38,9,1993
1993-09-21,26.10977880505548,26.145643885831657,25.715262916517556,25.984251022338867,318200,21,1,38,9,1993
1993-09-22,26.073914125143542,26.235306991117607,26.038049043815974,26.19944190979004,439700,22,2,38,9,1993
1993-09-23,26.271188189335792,26.36085094766117,26.23532308600564,26.342918395996094,88500,23,3,38,9,1993
1993-09-24,26.307042380323182,26.324974924549714,26.235312203417053,26.271177291870117,53500,24,4,38,9,1993
1993-09-27,26.468437019672688,26.5580997467041,26.468437019672688,26.5580997467041,274600,27,0,39,9,1993
1993-09-28,26.576025512447536,26.576025512447536,26.48636280828948,26.504295349121094,158300,28,1,39,9,1993
1993-09-29,26.50429550191616,26.576025665656125,26.37876771537123,26.41463279724121,221000,29,2,39,9,1993
1993-09-30,26.41463174236064,26.46842936301718,26.307036501047563,26.3608341217041,99300,30,3,39,9,1993
1993-10-01,26.32496580047711,26.522223718600575,26.28910072445466,26.486358642578125,22700,1,4,39,10,1993
1993-10-04,26.52223014831543,26.52223014831543,26.450499978881176,26.52223014831543,1038500,4,0,40,10,1993
1993-10-05,26.576021332634248,26.576021332634248,26.396695952522006,26.486358642578125,436500,5,1,40,10,1993
1993-10-06,26.504300375941,26.61189564133724,26.468435287475586,26.468435287475586,209200,6,2,40,10,1993
1993-10-07,26.504302810067717,26.504302810067717,26.378774988910425,26.39670753479004,59400,7,3,40,10,1993
1993-10-08,26.468415491940046,26.486348022761142,26.23529259126578,26.43255043029785,54400,8,4,40,10,1993
1993-10-11,26.486358642578125,26.540156256611798,26.486358642578125,26.486358642578125,467100,11,0,41,10,1993
1993-10-12,26.52223014831543,26.54016269067399,26.504297605956864,26.52223014831543,26200,12,1,41,10,1993
1993-10-13,26.54016269067399,26.54016269067399,26.486365063598303,26.52223014831543,139100,13,2,41,10,1993
1993-10-14,26.629811186338458,26.862934112548828,26.55808105519681,26.862934112548828,108100,14,3,41,10,1993
1993-10-15,26.98847614911448,27.06020631828156,26.916745979947397,27.00640869140625,1502500,15,4,41,10,1993
1993-10-18,26.988467103473038,26.988467103473038,26.898804422066153,26.934669494628906,722400,18,0,42,10,1993
1993-10-19,26.898810081558686,26.952607701721803,26.737417221069336,26.737417221069336,880100,19,1,42,10,1993
1993-10-20,26.827078715156407,26.827078715156407,26.71948347966781,26.77328109741211,230400,20,2,42,10,1993
1993-10-21,26.791214841232453,26.791214841232453,26.70155214096059,26.737417221069336,56200,21,3,42,10,1993
1993-10-22,26.77327022912367,26.880865420935287,26.61187744140625,26.61187744140625,390700,22,4,42,10,1993
1993-10-25,26.62982283100005,26.71948553413473,26.558092668492307,26.68362045288086,114500,25,0,43,10,1993
1993-10-26,26.665691375732422,26.683623918688532,26.576028660951884,26.665691375732422,186200,26,1,43,10,1993
1993-10-27,26.62982283100005,26.701552993507796,26.62982283100005,26.68362045288086,118400,27,2,43,10,1993
1993-10-28,26.719483686654545,26.95260669868576,26.719483686654545,26.880876541137695,129600,28,3,43,10,1993
1993-10-29,26.862944001750677,26.89880908052471,26.84501146236366,26.880876541137695,80700,29,4,43,10,1993
1993-11-01,26.845007167366926,26.97053492299256,26.845007167366926,26.95260238647461,36400,1,0,44,11,1993
1993-11-02,26.916736958347528,26.970534567191663,26.77327666809651,26.934669494628906,262100,2,1,44,11,1993
1993-11-03,26.91674556462088,26.91674556462088,26.468432014244115,26.59395980834961,479100,3,2,44,11,1993
1993-11-04,26.593956078163362,26.593956078163362,26.28910290666722,26.307035446166992,130400,4,3,44,11,1993
1993-11-05,26.23529259126578,26.43255043029785,26.12769740633919,26.43255043029785,363200,5,4,44,11,1993
1993-11-08,26.45050274324288,26.540165464406414,26.37877256631205,26.468435287475586,367600,8,0,45,11,1993
1993-11-09,26.647751484679144,26.665684022690368,26.468426104566902,26.486358642578125,246900,9,1,45,11,1993
1993-11-10,26.486362505984562,26.68362045288086,26.414632343476818,26.68362045288086,46500,10,2,45,11,1993
1993-11-11,26.68360756928066,26.75533769715507,26.593944909437646,26.61187744140625,88900,11,3,45,11,1993
1993-11-12,26.665687060851845,26.8270799213412,26.647754520797474,26.737417221069336,108200,12,4,45,11,1993
1993-11-15,26.791220225903814,26.791220225903814,26.647759876635252,26.71949005126953,243300,15,0,46,11,1993
1993-11-16,26.773271090520886,26.862933753248683,26.665675895247524,26.845001220703125,492600,16,1,46,11,1993
1993-11-17,26.86295196912367,26.86295196912367,26.6298288879497,26.70155906677246,39600,17,2,46,11,1993
1993-11-18,26.665692586930913,26.71949021824281,26.558097324307116,26.62982749938965,240800,18,3,46,11,1993
1993-11-19,26.54015421384742,26.61188436037133,26.52222167721644,26.576019287109375,106000,19,4,46,11,1993
1993-11-22,26.50429550191616,26.522228042851154,26.324970092566257,26.41463279724121,165300,22,0,47,11,1993
1993-11-23,26.5580997467041,26.576032292110384,26.414639383453842,26.5580997467041,89700,23,1,47,11,1993
1993-11-24,26.62982628982021,26.683623918688532,26.59396120390799,26.665691375732422,77200,24,2,47,11,1993
1993-11-26,26.737418074761667,26.737418074761667,26.665687912253922,26.68362045288086,1019800,26,4,47,11,1993
1993-11-29,26.755344653419154,26.809142263312086,26.576019287109375,26.576019287109375,517500,29,0,48,11,1993
1993-11-30,26.558094724319467,26.719487602455104,26.540162182304396,26.59395980834961,230000,30,1,48,11,1993
1993-12-01,26.737422762013445,26.75535530578408,26.62982749938965,26.62982749938965,379200,1,2,48,12,1993
1993-12-02,26.68362652206677,26.71949161147815,26.6298288879497,26.70155906677246,352000,2,3,48,12,1993
1993-12-03,26.683621001482805,26.80914878845215,26.683621001482805,26.80914878845215,306000,3,4,48,12,1993
1993-12-06,26.845017524719236,26.93468024190267,26.845017524719236,26.898815155029297,99500,6,0,49,12,1993
1993-12-07,26.89880908052471,26.916741619911726,26.84501146236366,26.880876541137695,88800,7,1,49,12,1993
1993-12-08,26.880876541137695,26.880876541137695,26.84501146236366,26.880876541137695,146700,8,2,49,12,1993
1993-12-09,26.880878600410348,26.91674368193191,26.75535081508488,26.791215896606445,416500,9,3,49,12,1993
1993-12-10,26.809147381286824,26.809147381286824,26.683619600906216,26.737417221069336,412900,10,4,49,12,1993
1993-12-13,26.73742226409912,26.898815155029297,26.701557177225748,26.898815155029297,273200,13,0,50,12,1993
1993-12-14,26.916749603240742,26.916749603240742,26.70155906677246,26.70155906677246,41900,14,1,50,12,1993
1993-12-15,26.737421547556856,26.755354090512963,26.665691375732422,26.665691375732422,82600,15,2,50,12,1993
1993-12-16,26.773282653205197,26.773282653205197,26.719485032334724,26.75535011291504,78200,16,3,50,12,1993
1993-12-17,26.81211115049836,26.920442912722596,26.79405585679432,26.902387619018555,104700,17,4,50,12,1993
1993-12-20,26.884344988150506,26.956566196983683,26.866289685942213,26.93851089477539,68800,20,0,51,12,1993
1993-12-21,26.90239243805609,26.90239243805609,26.812115953364625,26.84822654724121,205700,21,1,51,12,1993
1993-12-22,26.92045009972337,27.046837189393436,26.86628420415049,27.02878189086914,410300,22,2,51,12,1993
1993-12-23,27.010726928710938,27.064892824958353,26.974616331212662,27.010726928710938,533800,23,3,51,12,1993
1993-12-27,27.010729941915958,27.15517234802246,27.010729941915958,27.15517234802246,447100,27,0,52,12,1993
1993-12-28,27.137116034140078,27.22739253458632,27.11906073405083,27.20933723449707,880600,28,1,52,12,1993
1993-12-29,27.227383656042356,27.245438950243976,27.15516247923588,27.1732177734375,266700,29,2,52,12,1993
1993-12-30,27.15515299587746,27.15515299587746,27.0107106927079,27.064876556396484,219900,30,3,52,12,1993
1993-12-31,27.11905273089546,27.155163320417294,26.902389193764474,26.92044448852539,312900,31,4,52,12,1993
1994-01-03,26.920447734994383,26.956558328870965,26.812115953364625,26.84822654724121,960900,3,0,1,1,1994
1994-01-04,26.88433704005738,26.956558227539062,26.848226446316534,26.956558227539062,164300,4,1,1,1,1994
1994-01-05,26.9926716299618,27.028782227460077,26.88433983746697,27.010726928710938,710900,5,2,1,1,1994
1994-01-06,27.046837526209217,27.064892824958353,26.974616331212662,27.010726928710938,201000,6,3,1,1,1994
1994-01-07,27.06488600822778,27.191273067639116,26.9926648314213,27.1732177734375,775500,7,4,1,1,1994
1994-01-10,27.209318673227152,27.49820327758789,27.137097522136965,27.49820327758789,593700,10,0,2,1,1994
1994-01-11,27.480162336951807,27.480162336951807,27.353775256558468,27.44405174255371,295200,11,1,2,1,1994
1994-01-12,27.46210297688399,27.46210297688399,27.26349473707747,27.353771209716797,158400,12,2,2,1,1994
1994-01-13,27.28154945373535,27.335715336171624,27.245438865444505,27.28154945373535,244300,13,3,2,1,1994
1994-01-14,27.37183155821748,27.444052749663964,27.37183155821748,27.3898868560791,137200,14,4,2,1,1994
1994-01-17,27.3898868560791,27.425997451802342,27.33572096249424,27.3898868560791,17700,17,0,3,1,1994
1994-01-18,27.426002502441406,27.462113104814602,27.371836598881615,27.426002502441406,166400,18,1,3,1,1994
1994-01-19,27.389881798772528,27.42599238782826,27.2996053261332,27.353771209716797,200800,19,2,3,1,1994
1994-01-20,27.389891900068214,27.444057803628006,27.371836598881615,27.426002502441406,281100,20,3,3,1,1994
1994-01-21,27.46209690250004,27.46209690250004,27.353765159294912,27.3718204498291,85600,21,4,3,1,1994
1994-01-24,27.35376713607485,27.480154178947803,27.263490676879883,27.263490676879883,373800,24,0,4,1,1994
1994-01-25,27.281545968718877,27.29960126055787,27.209324801362904,27.263490676879883,310400,25,1,4,1,1994
1994-01-26,27.263495068569007,27.353771542305992,27.227384479074214,27.335716247558594,145100,26,2,4,1,1994
1994-01-27,27.389894551631667,27.624613489780128,27.353783945762675,27.588502883911133,344500,27,3,4,1,1994
1994-01-28,27.696827607117495,27.75099350204667,27.660717010498047,27.660717010498047,356500,28,4,4,1,1994
1994-01-31,27.769062225183575,27.91350468149142,27.73295161110661,27.859338760375977,313800,31,0,5,1,1994
1994-02-01,27.82321559769323,27.82321559769323,27.678773206530643,27.71488380432129,303600,1,1,5,2,1994
1994-02-02,27.805158843500326,27.895435333251953,27.787103545550004,27.895435333251953,307600,2,2,5,2,1994
1994-02-03,27.841260322203716,27.841260322203716,27.678762693864005,27.769039154052734,466100,3,3,5,2,1994
1994-02-04,27.769039258113008,27.805149842323818,27.137104034423828,27.137104034423828,1403200,4,4,5,2,1994
1994-02-07,27.064882466650957,27.335711844235856,27.064882466650957,27.263490676879883,516400,7,0,6,2,1994
1994-02-08,27.3176600420262,27.3176600420262,27.17321768886281,27.28154945373535,188200,8,1,6,2,1994
1994-02-09,27.299610366770995,27.407942153940724,27.263499771047755,27.3898868560791,144600,9,2,6,2,1994
